applicant,patent_count,sample_count,mainfocus
南方科技大学,12,5,南方科技大学在机器人领域主要研究方向为开发多功能、高适应性的智能机器人，包括多方向转动的仿人机器人、过约束两栖机器人及其运动装置、水下外肢体应用以及基于环境感知与用户活动识别的交互式机器人。这些技术旨在提升机器人的灵活性、自主性和交互能力，以适应更广泛的应用场景。
梁勇智,12,5,梁勇智的研究主攻方向集中在人形机器人的关键结构设计与优化，特别是在提高机器人关节的灵活性、手掌及手指的精细操作能力以及外壳散热性能方面。通过创新性的机械结构和材料应用，实现更加仿生且高效的机器人运动功能。
深圳市长盈精密技术股份有限公司,12,5,深圳市长盈精密技术股份有限公司主要研究方向为人形机器人的关节结构设计与动作协调控制，通过创新的弹性连接组件和基于力矩、触觉感知的智能控制方法，提升机器人在复杂环境下的适应性和操作精度，增强其抗冲击能力和抓取稳定性。
惠州市倍加宝机器人有限公司,12,5,惠州市倍加宝机器人有限公司专注于人形机器人的运动规划、多模态感知与理解、知识增强决策以及自动化标定技术，通过融合实时环境感知、多模态指令解析和强化学习等方法，提升机器人在复杂动态环境中的自主决策能力和操作精度。
中兵智能创新研究院有限公司,12,5,中兵智能创新研究院有限公司专注于仿生机器人技术，特别是在提高机器人运动灵活性和适应性方面。其研究重点包括设计高效且空间利用率高的仿生腰部结构、具备良好路面适应性的足端设计、以及增强移动和作业能力的轮足式人形机器人。此外，还致力于开发具有高灵巧度和自适应抓取能力的电驱动仿人灵巧手及模块化七轴机械臂，以提升机器人的多功能性和操作精度。
南京埃斯顿酷卓科技有限公司,12,5,南京埃斯顿酷卓科技有限公司专注于人形机器人的模块化设计与优化，特别是在声源定位、小臂和头部总成的视觉辅助及结构稳定性、腰胯组件的驱动效率以及下肢分体模块的灵活性和多地形适应性方面具有显著创新。
深圳市长盈机器人有限公司,12,5,深圳市长盈机器人有限公司主要研究方向为人形机器人的关节结构设计与动作协调控制技术，通过创新的肩关节结构提升抗冲击能力和可维护性，同时利用基于关节力矩和触觉感知的智能控制方法优化机器人的动作协调性和抓取精度。
浙江禾川人形机器人有限公司,11,5,浙江禾川人形机器人有限公司专注于人形机器人的核心部件创新，包括高效电机设计、高精度线性执行器、灵巧手结构及紧凑型头部和胸腔布局。这些技术共同提升了机器人在运动控制、抓取能力、空间利用效率以及维护便利性方面的性能。
中国第一汽车股份有限公司,11,5,中国第一汽车股份有限公司在机器人技术领域主要研究方向包括车载人机交互系统、多模态感知与模仿学习、机械臂精准控制以及基于本地大模型的意图识别，旨在提升机器人在车辆环境中的交互体验和操作精度。
四川具身人形机器人科技有限公司,11,5,四川具身人形机器人科技有限公司专注于机器人任务分配与控制技术，通过改进遗传算法优化多机器人多任务分配，结合卡尔曼滤波和最大相关熵理论提升目标追踪精度及人体骨架序列构建能力。此外，该公司还致力于基于时空单元的任务规划以及利用扩散策略跳步采样技术实现高效、灵活的机器人控制。
东南大学,11,5,东南大学在机器人领域主要研究方向包括柔性电子通信与感知技术、仿人皮肤传感器及制备方法、空中姿态可调的跑跳式人形机器人及其控制方法，以及具有足轮转换和身高调节功能的人形机器人机构。这些研究致力于提高机器人的环境适应性、感知能力和运动灵活性。
三门通顺铆钉有限公司,11,5,三门通顺铆钉有限公司专注于仿生服务型人形机器人的感知与交互技术，重点研发高效的数据处理系统、多感官集成结构及故障自修复机制，以提升机器人对外界环境的响应速度和适应能力。
科大讯飞股份有限公司,11,5,科大讯飞在机器人领域的研究主要集中在通过强化学习和深度学习技术优化机器人的运动控制与环境感知能力，包括提高机器人在复杂地形中的适应性、增强障碍物状态预测的准确性以及实现更精细的地图构建与分区。
中国移动通信集团有限公司,11,5,中国移动通信集团有限公司在机器人领域主要研究方向包括：基于用户属性和多模态数据的人工智能设备交互控制技术，以及提高机械臂和人形机器人跟随功能的自然性和鲁棒性的方法。这些技术旨在提升用户体验、增强交互的个性化与拟人化程度，并优化机器人运动控制的可靠性和效率。
北京大学,11,5,北京大学在机器人领域的研究主要集中在路径规划与导航、多模态感知与信息处理、高精度力传感技术以及基于视觉的智能解析与场景理解，通过开发高效算法和集成传感器系统提升机器人在复杂环境中的自主操作能力和智能化水平。
阿瑞斯动力系统(成都)有限公司,11,5,阿瑞斯动力系统(成都)有限公司专注于人形机器人在复杂环境下的自适应控制与应用，特别是在矿山复绿、机械臂结构优化及集群调度方面。其核心技术包括基于机器学习的视觉识别与动作控制、地形适应性生态恢复系统以及高效的步态控制方法，旨在提高作业效率和稳定性。
深圳市越疆科技股份有限公司,11,5,深圳市越疆科技股份有限公司主要研究方向为机械臂系统的模型训练方法与控制技术，通过神经网络模型提高机械臂的自主作业能力和效率，同时在机器人结构设计上注重散热和紧凑布局以提升整体性能。
广东天太机器人有限公司,11,5,广东天太机器人有限公司专注于人形机器人的关节设计与控制技术，包括创新的头部、髋部和中空关节结构，以及基于强化学习的控制系统。其研究重点在于提高关节灵活性、减少空间占用、优化电机驱动效率，并通过智能算法增强机器人动作的协调性和稳定性。
杭州辉影机器人有限公司,11,5,杭州辉影机器人有限公司专注于工业场景下轮足人形机器人的感知、导航与控制技术，通过多传感器融合、抗电磁干扰设计、动态路径规划和智能紧固件识别等方法，提升机器人在复杂环境中的感知精度、导航灵活性和运行稳定性，确保高效、安全的作业能力。
国华(青岛)智能装备有限公司,11,5,国华(青岛)智能装备有限公司专注于人形机器人关节技术的研发，包括高效稳定的旋转和直线运动组件、高精度的行星滚柱丝杠应用、关节寿命监测与维护策略以及装配和多维负载测试方法，旨在提升人形机器人的运动性能、可靠性和使用寿命。
